filename,label,group
a08_win0008,0,a08
a08_win0009,0,a08
a08_win0010,0,a08
a08_win0011,0,a08
a08_win0012,0,a08
a08_win0013,0,a08
a08_win0014,0,a08
a08_win0015,0,a08
a08_win0016,0,a08
a08_win0017,0,a08
a08_win0018,0,a08
a08_win0019,0,a08
a08_win0020,0,a08
a08_win0021,0,a08
a08_win0022,0,a08
a08_win0023,0,a08
a08_win0024,0,a08
a08_win0025,0,a08
a08_win0026,0,a08
a08_win0027,0,a08
a08_win0028,0,a08
a08_win0029,0,a08
a08_win0030,0,a08
a08_win0031,0,a08
a08_win0032,0,a08
a08_win0033,1,a08
a08_win0034,1,a08
a08_win0035,1,a08
a08_win0036,1,a08
a08_win0037,1,a08
a08_win0038,1,a08
a08_win0039,0,a08
a08_win0040,0,a08
a08_win0041,1,a08
a08_win0042,1,a08
a08_win0043,0,a08
a08_win0044,0,a08
a08_win0045,0,a08
a08_win0046,0,a08
a08_win0047,0,a08
a08_win0048,0,a08
a08_win0049,0,a08
a08_win0050,0,a08
a08_win0051,0,a08
a08_win0052,0,a08
a08_win0053,0,a08
a08_win0054,0,a08
a08_win0055,0,a08
a08_win0056,0,a08
a08_win0057,0,a08
a08_win0058,0,a08
a08_win0059,0,a08
a08_win0060,1,a08
a08_win0061,1,a08
a08_win0062,0,a08
a08_win0063,1,a08
a08_win0064,1,a08
a08_win0065,0,a08
a08_win0066,0,a08
a08_win0067,0,a08
a08_win0068,0,a08
a08_win0069,0,a08
a08_win0070,0,a08
a08_win0071,0,a08
a08_win0072,0,a08
a08_win0073,0,a08
a08_win0074,0,a08
a08_win0075,1,a08
a08_win0076,0,a08
a08_win0077,0,a08
a08_win0078,0,a08
a08_win0079,0,a08
a08_win0080,1,a08
a08_win0081,1,a08
a08_win0082,0,a08
a08_win0083,0,a08
a08_win0084,0,a08
a08_win0085,0,a08
a08_win0086,0,a08
a08_win0087,1,a08
a08_win0088,1,a08
a08_win0089,0,a08
a08_win0090,1,a08
a08_win0091,1,a08
a08_win0092,1,a08
a08_win0093,0,a08
a08_win0094,1,a08
a08_win0095,1,a08
a08_win0096,1,a08
a08_win0097,1,a08
a08_win0098,1,a08
a08_win0099,1,a08
a08_win0100,1,a08
a08_win0101,1,a08
a08_win0102,0,a08
a08_win0103,0,a08
a08_win0104,0,a08
a08_win0105,1,a08
a08_win0106,1,a08
a08_win0107,1,a08
a08_win0108,1,a08
a08_win0109,0,a08
a08_win0110,0,a08
a08_win0111,0,a08
a08_win0112,0,a08
a08_win0113,0,a08
a08_win0114,0,a08
a08_win0115,0,a08
a08_win0116,0,a08
a08_win0117,0,a08
a08_win0118,1,a08
a08_win0119,1,a08
a08_win0120,1,a08
a08_win0121,1,a08
a08_win0122,1,a08
a08_win0123,1,a08
a08_win0124,1,a08
a08_win0125,1,a08
a08_win0126,1,a08
a08_win0127,0,a08
a08_win0128,0,a08
a08_win0129,1,a08
a08_win0130,0,a08
a08_win0131,1,a08
a08_win0132,1,a08
a08_win0133,1,a08
a08_win0134,0,a08
a08_win0135,1,a08
a08_win0136,1,a08
a08_win0137,1,a08
a08_win0138,1,a08
a08_win0139,1,a08
a08_win0140,1,a08
a08_win0141,1,a08
a08_win0142,1,a08
a08_win0143,1,a08
a08_win0144,1,a08
a08_win0145,1,a08
a08_win0146,1,a08
a08_win0147,1,a08
a08_win0148,1,a08
a08_win0149,1,a08
a08_win0150,1,a08
a08_win0151,1,a08
a08_win0152,1,a08
a08_win0153,1,a08
a08_win0154,1,a08
a08_win0155,1,a08
a08_win0156,1,a08
a08_win0157,1,a08
a08_win0158,1,a08
a08_win0159,0,a08
a08_win0160,0,a08
a08_win0161,1,a08
a08_win0162,1,a08
a08_win0163,1,a08
a08_win0164,0,a08
a08_win0165,0,a08
a08_win0166,1,a08
a08_win0167,1,a08
a08_win0168,1,a08
a08_win0169,1,a08
a08_win0170,1,a08
a08_win0171,0,a08
a08_win0172,0,a08
a08_win0173,0,a08
a08_win0174,0,a08
a08_win0175,0,a08
a08_win0176,0,a08
a08_win0177,0,a08
a08_win0178,0,a08
a08_win0179,0,a08
a08_win0180,0,a08
a08_win0181,0,a08
a08_win0182,0,a08
a08_win0183,0,a08
a08_win0184,0,a08
a08_win0185,1,a08
a08_win0186,1,a08
a08_win0187,0,a08
a08_win0188,0,a08
a08_win0189,1,a08
a08_win0190,0,a08
a08_win0191,0,a08
a08_win0192,0,a08
a08_win0193,0,a08
a08_win0194,0,a08
a08_win0195,0,a08
a08_win0196,0,a08
a08_win0197,0,a08
a08_win0198,0,a08
a08_win0199,0,a08
a08_win0200,0,a08
a08_win0201,0,a08
a08_win0202,0,a08
a08_win0203,0,a08
a08_win0204,0,a08
a08_win0205,0,a08
a08_win0206,0,a08
a08_win0207,0,a08
a08_win0208,0,a08
a08_win0209,0,a08
a08_win0210,0,a08
a08_win0211,0,a08
a08_win0212,0,a08
a08_win0213,0,a08
a08_win0214,0,a08
a08_win0215,0,a08
a08_win0216,0,a08
a08_win0217,0,a08
a08_win0218,0,a08
a08_win0219,0,a08
a08_win0220,0,a08
a08_win0221,0,a08
a08_win0222,0,a08
a08_win0223,0,a08
a08_win0224,0,a08
a08_win0225,0,a08
a08_win0226,1,a08
a08_win0227,0,a08
a08_win0228,0,a08
a08_win0229,0,a08
a08_win0230,0,a08
a08_win0231,0,a08
a08_win0232,1,a08
a08_win0233,0,a08
a08_win0234,0,a08
a08_win0235,0,a08
a08_win0236,0,a08
a08_win0237,0,a08
a08_win0238,0,a08
a08_win0239,0,a08
a08_win0240,0,a08
a08_win0241,0,a08
a08_win0242,0,a08
a08_win0243,0,a08
a08_win0244,0,a08
a08_win0245,0,a08
a08_win0246,0,a08
a08_win0247,0,a08
a08_win0248,0,a08
a08_win0249,0,a08
a08_win0250,0,a08
a08_win0251,0,a08
a08_win0252,0,a08
a08_win0253,0,a08
a08_win0254,0,a08
a08_win0255,1,a08
a08_win0256,0,a08
a08_win0257,0,a08
a08_win0258,1,a08
a08_win0259,1,a08
a08_win0260,1,a08
a08_win0261,1,a08
a08_win0262,0,a08
a08_win0263,0,a08
a08_win0264,0,a08
a08_win0265,0,a08
a08_win0266,0,a08
a08_win0267,0,a08
a08_win0268,0,a08
a08_win0269,0,a08
a08_win0270,0,a08
a08_win0271,0,a08
a08_win0272,0,a08
a08_win0273,0,a08
a08_win0274,0,a08
a08_win0275,0,a08
a08_win0276,0,a08
a08_win0277,0,a08
a08_win0278,0,a08
a08_win0279,0,a08
a08_win0280,0,a08
a08_win0281,0,a08
a08_win0282,0,a08
a08_win0283,1,a08
a08_win0284,0,a08
a08_win0285,0,a08
a08_win0286,0,a08
a08_win0287,0,a08
a08_win0288,0,a08
a08_win0289,0,a08
a08_win0290,0,a08
a08_win0291,0,a08
a08_win0292,1,a08
a08_win0293,0,a08
a08_win0294,0,a08
a08_win0295,0,a08
a08_win0296,0,a08
a08_win0297,0,a08
a08_win0298,1,a08
a08_win0299,1,a08
a08_win0300,1,a08
a08_win0301,1,a08
a08_win0302,1,a08
a08_win0303,1,a08
a08_win0304,1,a08
a08_win0305,1,a08
a08_win0306,1,a08
a08_win0307,1,a08
a08_win0308,0,a08
a08_win0309,0,a08
a08_win0310,0,a08
a08_win0311,0,a08
a08_win0312,0,a08
a08_win0313,0,a08
a08_win0314,0,a08
a08_win0315,0,a08
a08_win0316,0,a08
a08_win0317,0,a08
a08_win0318,0,a08
a08_win0319,0,a08
a08_win0320,0,a08
a08_win0321,0,a08
a08_win0322,0,a08
a08_win0323,0,a08
a08_win0324,0,a08
a08_win0325,0,a08
a08_win0326,0,a08
a08_win0327,1,a08
a08_win0328,1,a08
a08_win0329,0,a08
a08_win0330,1,a08
a08_win0331,1,a08
a08_win0332,1,a08
a08_win0333,1,a08
a08_win0334,1,a08
a08_win0335,1,a08
a08_win0336,1,a08
a08_win0337,1,a08
a08_win0338,1,a08
a08_win0339,1,a08
a08_win0340,1,a08
a08_win0341,1,a08
a08_win0342,1,a08
a08_win0343,1,a08
a08_win0344,1,a08
a08_win0345,1,a08
a08_win0346,1,a08
a08_win0347,1,a08
a08_win0348,1,a08
a08_win0349,1,a08
a08_win0350,1,a08
a08_win0351,1,a08
a08_win0352,1,a08
a08_win0353,0,a08
a08_win0354,0,a08
a08_win0355,1,a08
a08_win0356,1,a08
a08_win0357,1,a08
a08_win0358,1,a08
a08_win0359,1,a08
a08_win0360,1,a08
a08_win0361,1,a08
a08_win0362,1,a08
a08_win0363,0,a08
a08_win0364,0,a08
a08_win0365,1,a08
a08_win0366,1,a08
a08_win0367,1,a08
a08_win0368,0,a08
a08_win0369,0,a08
a08_win0370,0,a08
a08_win0371,0,a08
a08_win0372,0,a08
a08_win0373,0,a08
a08_win0374,0,a08
a08_win0375,0,a08
a08_win0376,0,a08
a08_win0377,0,a08
a08_win0378,0,a08
a08_win0379,0,a08
a08_win0380,0,a08
a08_win0381,0,a08
a08_win0382,0,a08
a08_win0383,0,a08
a08_win0384,0,a08
a08_win0385,0,a08
a08_win0386,0,a08
a08_win0387,0,a08
a08_win0388,0,a08
a08_win0389,0,a08
a08_win0390,0,a08
a08_win0391,0,a08
a08_win0392,0,a08
a08_win0393,0,a08
a08_win0394,0,a08
a08_win0395,0,a08
a08_win0396,0,a08
a08_win0397,0,a08
a08_win0398,0,a08
a08_win0399,0,a08
a08_win0400,0,a08
a08_win0401,1,a08
a08_win0402,1,a08
a08_win0403,1,a08
a08_win0404,1,a08
a08_win0405,1,a08
a08_win0406,1,a08
a08_win0407,1,a08
a08_win0408,1,a08
a08_win0409,1,a08
a08_win0410,1,a08
a08_win0411,1,a08
a08_win0412,1,a08
a08_win0413,1,a08
a08_win0414,1,a08
a08_win0415,1,a08
a08_win0416,1,a08
a08_win0417,1,a08
a08_win0418,1,a08
a08_win0419,1,a08
a08_win0420,1,a08
a08_win0421,1,a08
a08_win0422,1,a08
a08_win0423,1,a08
a08_win0424,1,a08
a08_win0425,1,a08
a08_win0426,1,a08
a08_win0427,1,a08
a08_win0428,0,a08
a08_win0429,1,a08
a08_win0430,0,a08
a08_win0431,0,a08
a08_win0432,0,a08
a08_win0433,0,a08
a08_win0434,0,a08
a08_win0435,0,a08
a08_win0436,0,a08
a08_win0437,0,a08
a08_win0438,0,a08
a08_win0439,0,a08
a08_win0440,0,a08
a08_win0441,0,a08
a08_win0442,0,a08
a08_win0443,0,a08
a08_win0444,0,a08
a08_win0445,0,a08
a08_win0446,0,a08
a08_win0447,0,a08
a08_win0448,0,a08
a08_win0449,0,a08
a08_win0450,0,a08
a08_win0451,0,a08
a08_win0452,0,a08
a08_win0453,0,a08
a08_win0454,0,a08
a08_win0455,0,a08
a08_win0456,1,a08
a08_win0457,1,a08
a08_win0458,1,a08
a08_win0459,1,a08
a08_win0460,1,a08
a08_win0461,1,a08
a08_win0462,1,a08
a08_win0463,1,a08
a08_win0464,1,a08
a08_win0465,1,a08
a08_win0466,1,a08
a08_win0467,1,a08
a08_win0468,1,a08
a08_win0469,1,a08
a08_win0470,1,a08
a08_win0471,1,a08
a08_win0472,1,a08
a08_win0473,1,a08
a08_win0474,1,a08
a08_win0475,1,a08
a08_win0476,1,a08
a08_win0477,1,a08
a08_win0478,1,a08
a08_win0479,1,a08
a08_win0480,1,a08
a08_win0481,1,a08
a08_win0482,0,a08
a08_win0483,0,a08
a08_win0484,0,a08
a08_win0485,0,a08
a08_win0486,0,a08
a08_win0487,0,a08
a08_win0488,0,a08
a08_win0489,0,a08
a08_win0490,0,a08
a08_win0491,0,a08
a08_win0492,0,a08
a08_win0493,0,a08
a08_win0494,0,a08
a08_win0495,0,a08
a08_win0496,0,a08
a08_win0497,0,a08
a08_win0498,0,a08
a08_win0499,0,a08
a08_win0500,0,a08
a09_win0000,0,a09
a09_win0001,0,a09
a09_win0002,0,a09
a09_win0003,0,a09
a09_win0004,0,a09
a09_win0005,0,a09
a09_win0006,0,a09
a09_win0007,0,a09
a09_win0008,0,a09
a09_win0009,0,a09
a09_win0010,1,a09
a09_win0011,1,a09
a09_win0012,1,a09
a09_win0013,1,a09
a09_win0014,1,a09
a09_win0015,0,a09
a09_win0016,0,a09
a09_win0017,1,a09
a09_win0018,1,a09
a09_win0019,1,a09
a09_win0020,1,a09
a09_win0021,1,a09
a09_win0022,1,a09
a09_win0023,1,a09
a09_win0024,1,a09
a09_win0025,0,a09
a09_win0026,0,a09
a09_win0027,0,a09
a09_win0028,0,a09
a09_win0029,0,a09
a09_win0030,0,a09
a09_win0031,0,a09
a09_win0032,0,a09
a09_win0033,0,a09
a09_win0034,1,a09
a09_win0035,1,a09
a09_win0036,1,a09
a09_win0037,1,a09
a09_win0038,1,a09
a09_win0039,1,a09
a09_win0040,1,a09
a09_win0041,1,a09
a09_win0042,1,a09
a09_win0043,1,a09
a09_win0044,1,a09
a09_win0045,1,a09
a09_win0046,1,a09
a09_win0047,1,a09
a09_win0048,1,a09
a09_win0049,1,a09
a09_win0050,1,a09
a09_win0051,1,a09
a09_win0052,1,a09
a09_win0053,1,a09
a09_win0054,1,a09
a09_win0055,1,a09
a09_win0056,1,a09
a09_win0057,1,a09
a09_win0058,0,a09
a09_win0059,0,a09
a09_win0060,1,a09
a09_win0061,1,a09
a09_win0062,1,a09
a09_win0063,1,a09
a09_win0064,1,a09
a09_win0065,1,a09
a09_win0066,1,a09
a09_win0067,1,a09
a09_win0068,1,a09
a09_win0069,1,a09
a09_win0070,1,a09
a09_win0071,1,a09
a09_win0072,1,a09
a09_win0073,1,a09
a09_win0074,1,a09
a09_win0075,1,a09
a09_win0076,1,a09
a09_win0077,1,a09
a09_win0078,1,a09
a09_win0079,1,a09
a09_win0080,1,a09
a09_win0081,1,a09
a09_win0082,1,a09
a09_win0083,1,a09
a09_win0084,1,a09
a09_win0085,1,a09
a09_win0086,1,a09
a09_win0087,1,a09
a09_win0088,1,a09
a09_win0089,1,a09
a09_win0090,1,a09
a09_win0091,1,a09
a09_win0092,1,a09
a09_win0093,1,a09
a09_win0094,1,a09
a09_win0095,1,a09
a09_win0096,1,a09
a09_win0097,1,a09
a09_win0098,1,a09
a09_win0099,1,a09
a09_win0100,1,a09
a09_win0101,1,a09
a09_win0102,1,a09
a09_win0103,1,a09
a09_win0104,1,a09
a09_win0105,1,a09
a09_win0106,1,a09
a09_win0107,1,a09
a09_win0108,1,a09
a09_win0109,1,a09
a09_win0110,1,a09
a09_win0111,1,a09
a09_win0112,1,a09
a09_win0113,1,a09
a09_win0114,1,a09
a09_win0115,1,a09
a09_win0116,1,a09
a09_win0117,1,a09
a09_win0118,1,a09
a09_win0119,1,a09
a09_win0120,0,a09
a09_win0121,0,a09
a09_win0122,1,a09
a09_win0123,1,a09
a09_win0124,1,a09
a09_win0125,1,a09
a09_win0126,0,a09
a09_win0127,0,a09
a09_win0128,0,a09
a09_win0129,0,a09
a09_win0130,0,a09
a09_win0131,1,a09
a09_win0132,1,a09
a09_win0133,1,a09
a09_win0134,1,a09
a09_win0135,1,a09
a09_win0136,1,a09
a09_win0137,1,a09
a09_win0138,1,a09
a09_win0139,1,a09
a09_win0140,1,a09
a09_win0141,1,a09
a09_win0142,1,a09
a09_win0143,1,a09
a09_win0144,1,a09
a09_win0145,1,a09
a09_win0146,1,a09
a09_win0147,1,a09
a09_win0148,1,a09
a09_win0149,1,a09
a09_win0150,1,a09
a09_win0151,1,a09
a09_win0152,1,a09
a09_win0153,1,a09
a09_win0154,1,a09
a09_win0155,1,a09
a09_win0156,1,a09
a09_win0157,1,a09
a09_win0158,1,a09
a09_win0159,1,a09
a09_win0160,1,a09
a09_win0161,1,a09
a09_win0162,1,a09
a09_win0163,1,a09
a09_win0164,1,a09
a09_win0165,1,a09
a09_win0166,1,a09
a09_win0167,1,a09
a09_win0168,1,a09
a09_win0169,1,a09
a09_win0170,1,a09
a09_win0171,1,a09
a09_win0172,1,a09
a09_win0173,1,a09
a09_win0174,1,a09
a09_win0175,1,a09
a09_win0176,1,a09
a09_win0177,1,a09
a09_win0178,1,a09
a09_win0179,1,a09
a09_win0180,1,a09
a09_win0181,1,a09
a09_win0182,1,a09
a09_win0183,1,a09
a09_win0184,1,a09
a09_win0185,1,a09
a09_win0186,1,a09
a09_win0187,1,a09
a09_win0188,1,a09
a09_win0189,1,a09
a09_win0190,1,a09
a09_win0191,1,a09
a09_win0192,1,a09
a09_win0193,1,a09
a09_win0194,1,a09
a09_win0195,1,a09
a09_win0196,1,a09
a09_win0197,1,a09
a09_win0198,1,a09
a09_win0199,1,a09
a09_win0200,1,a09
a09_win0201,1,a09
a09_win0202,1,a09
a09_win0203,1,a09
a09_win0204,1,a09
a09_win0205,1,a09
a09_win0206,1,a09
a09_win0207,0,a09
a09_win0208,0,a09
a09_win0209,0,a09
a09_win0210,0,a09
a09_win0211,0,a09
a09_win0212,0,a09
a09_win0213,0,a09
a09_win0214,0,a09
a09_win0215,0,a09
a09_win0216,0,a09
a09_win0217,0,a09
a09_win0218,0,a09
a09_win0219,0,a09
a09_win0220,0,a09
a09_win0221,0,a09
a09_win0222,0,a09
a09_win0223,0,a09
a09_win0224,0,a09
a09_win0225,0,a09
a09_win0226,0,a09
a09_win0227,0,a09
a09_win0228,0,a09
a09_win0229,0,a09
a09_win0230,0,a09
a09_win0231,0,a09
a09_win0232,0,a09
a09_win0233,0,a09
a09_win0234,0,a09
a09_win0235,0,a09
a09_win0236,0,a09
a09_win0237,0,a09
a09_win0238,1,a09
a09_win0239,1,a09
a09_win0240,1,a09
a09_win0241,1,a09
a09_win0242,0,a09
a09_win0243,0,a09
a09_win0244,1,a09
a09_win0245,1,a09
a09_win0246,1,a09
a09_win0247,0,a09
a09_win0248,0,a09
a09_win0249,0,a09
a09_win0250,1,a09
a09_win0251,1,a09
a09_win0252,1,a09
a09_win0253,1,a09
a09_win0254,0,a09
a09_win0255,0,a09
a09_win0256,0,a09
a09_win0257,0,a09
a09_win0258,0,a09
a09_win0259,0,a09
a09_win0260,0,a09
a09_win0261,0,a09
a09_win0262,1,a09
a09_win0263,1,a09
a09_win0264,1,a09
a09_win0265,0,a09
a09_win0266,0,a09
a09_win0267,0,a09
a09_win0268,0,a09
a09_win0269,1,a09
a09_win0270,0,a09
a09_win0271,0,a09
a09_win0272,0,a09
a09_win0273,0,a09
a09_win0274,0,a09
a09_win0275,0,a09
a09_win0276,0,a09
a09_win0277,0,a09
a09_win0278,1,a09
a09_win0279,1,a09
a09_win0280,1,a09
a09_win0281,1,a09
a09_win0282,1,a09
a09_win0283,1,a09
a09_win0284,1,a09
a09_win0285,1,a09
a09_win0286,1,a09
a09_win0287,1,a09
a09_win0288,1,a09
a09_win0289,1,a09
a09_win0290,1,a09
a09_win0291,1,a09
a09_win0292,1,a09
a09_win0293,1,a09
a09_win0294,1,a09
a09_win0295,1,a09
a09_win0296,1,a09
a09_win0297,1,a09
a09_win0298,1,a09
a09_win0299,1,a09
a09_win0300,1,a09
a09_win0301,1,a09
a09_win0302,1,a09
a09_win0303,1,a09
a09_win0304,1,a09
a09_win0305,1,a09
a09_win0306,1,a09
a09_win0307,1,a09
a09_win0308,1,a09
a09_win0309,1,a09
a09_win0310,1,a09
a09_win0311,1,a09
a09_win0312,1,a09
a09_win0313,1,a09
a09_win0314,1,a09
a09_win0315,1,a09
a09_win0316,1,a09
a09_win0317,1,a09
a09_win0318,1,a09
a09_win0319,1,a09
a09_win0320,1,a09
a09_win0321,1,a09
a09_win0322,1,a09
a09_win0323,1,a09
a09_win0324,1,a09
a09_win0325,1,a09
a09_win0326,1,a09
a09_win0327,1,a09
a09_win0328,1,a09
a09_win0329,1,a09
a09_win0330,1,a09
a09_win0331,1,a09
a09_win0332,1,a09
a09_win0333,1,a09
a09_win0334,1,a09
a09_win0335,1,a09
a09_win0336,1,a09
a09_win0337,1,a09
a09_win0338,1,a09
a09_win0339,1,a09
a09_win0340,1,a09
a09_win0341,1,a09
a09_win0342,1,a09
a09_win0343,1,a09
a09_win0344,1,a09
a09_win0345,1,a09
a09_win0346,1,a09
a09_win0347,1,a09
a09_win0348,1,a09
a09_win0349,1,a09
a09_win0350,1,a09
a09_win0351,1,a09
a09_win0352,1,a09
a09_win0353,1,a09
a09_win0354,1,a09
a09_win0355,1,a09
a09_win0356,1,a09
a09_win0357,1,a09
a09_win0358,1,a09
a09_win0359,1,a09
a09_win0360,1,a09
a09_win0361,1,a09
a09_win0362,0,a09
a09_win0363,0,a09
a09_win0364,0,a09
a09_win0365,0,a09
a09_win0366,0,a09
a09_win0367,0,a09
a09_win0368,0,a09
a09_win0369,0,a09
a09_win0370,0,a09
a09_win0371,0,a09
a09_win0372,0,a09
a09_win0373,0,a09
a09_win0374,0,a09
a09_win0375,0,a09
a09_win0376,0,a09
a09_win0377,0,a09
a09_win0378,0,a09
a09_win0379,0,a09
a09_win0380,1,a09
a09_win0381,1,a09
a09_win0382,1,a09
a09_win0383,1,a09
a09_win0384,1,a09
a09_win0385,1,a09
a09_win0386,1,a09
a09_win0387,1,a09
a09_win0388,1,a09
a09_win0389,1,a09
a09_win0390,1,a09
a09_win0391,1,a09
a09_win0392,1,a09
a09_win0393,1,a09
a09_win0394,1,a09
a09_win0395,1,a09
a09_win0396,1,a09
a09_win0397,1,a09
a09_win0398,1,a09
a09_win0399,1,a09
a09_win0400,1,a09
a09_win0401,1,a09
a09_win0402,1,a09
a09_win0403,1,a09
a09_win0404,1,a09
a09_win0405,1,a09
a09_win0406,1,a09
a09_win0407,1,a09
a09_win0408,1,a09
a09_win0409,1,a09
a09_win0410,1,a09
a09_win0411,1,a09
a09_win0412,1,a09
a09_win0413,1,a09
a09_win0414,1,a09
a09_win0415,1,a09
a09_win0416,1,a09
a09_win0417,1,a09
a09_win0418,1,a09
a09_win0419,1,a09
a09_win0420,1,a09
a09_win0421,1,a09
a09_win0422,1,a09
a09_win0423,1,a09
a09_win0424,1,a09
a09_win0425,1,a09
a09_win0426,1,a09
a09_win0427,1,a09
a09_win0428,1,a09
a09_win0429,1,a09
a09_win0430,1,a09
a09_win0431,1,a09
a09_win0432,1,a09
a09_win0433,1,a09
a09_win0434,1,a09
a09_win0435,1,a09
a09_win0436,1,a09
a09_win0437,1,a09
a09_win0438,1,a09
a09_win0439,1,a09
a09_win0440,0,a09
a09_win0441,0,a09
a09_win0442,0,a09
a09_win0443,0,a09
a09_win0444,0,a09
a09_win0445,0,a09
a09_win0446,0,a09
a09_win0447,0,a09
a09_win0448,0,a09
a09_win0449,0,a09
a09_win0450,1,a09
a09_win0451,1,a09
a09_win0452,1,a09
a09_win0453,1,a09
a09_win0454,1,a09
a09_win0455,1,a09
a09_win0456,1,a09
a09_win0457,1,a09
a09_win0458,1,a09
a09_win0459,1,a09
a09_win0460,1,a09
a09_win0461,1,a09
a09_win0462,1,a09
a09_win0463,1,a09
a09_win0464,1,a09
a09_win0465,1,a09
a09_win0466,1,a09
a09_win0467,1,a09
a09_win0468,1,a09
a09_win0469,1,a09
a09_win0470,1,a09
a09_win0471,1,a09
a09_win0472,1,a09
a09_win0473,1,a09
a09_win0474,1,a09
a09_win0475,1,a09
a09_win0476,1,a09
a09_win0477,1,a09
a09_win0478,1,a09
a09_win0479,1,a09
a09_win0480,1,a09
a09_win0481,1,a09
a09_win0482,1,a09
a09_win0483,1,a09
a09_win0484,1,a09
a09_win0485,1,a09
a09_win0486,1,a09
a09_win0487,1,a09
a09_win0488,1,a09
a09_win0489,1,a09
a09_win0490,1,a09
a09_win0491,1,a09
a09_win0492,1,a09
a09_win0493,1,a09
a09_win0494,1,a09
a10_win0000,0,a10
a10_win0001,0,a10
a10_win0002,0,a10
a10_win0003,0,a10
a10_win0004,0,a10
a10_win0005,0,a10
a10_win0006,0,a10
a10_win0007,0,a10
a10_win0008,0,a10
a10_win0009,0,a10
a10_win0010,0,a10
a10_win0011,0,a10
a10_win0012,0,a10
a10_win0013,0,a10
a10_win0014,0,a10
a10_win0015,0,a10
a10_win0016,0,a10
a10_win0017,0,a10
a10_win0018,0,a10
a10_win0019,0,a10
a10_win0020,0,a10
a10_win0021,0,a10
a10_win0022,0,a10
a10_win0023,0,a10
a10_win0024,0,a10
a10_win0025,0,a10
a10_win0026,0,a10
a10_win0027,0,a10
a10_win0028,0,a10
a10_win0029,0,a10
a10_win0030,0,a10
a10_win0031,0,a10
a10_win0032,0,a10
a10_win0033,0,a10
a10_win0034,0,a10
a10_win0035,0,a10
a10_win0036,0,a10
a10_win0037,0,a10
a10_win0038,0,a10
a10_win0039,0,a10
a10_win0040,0,a10
a10_win0041,0,a10
a10_win0042,0,a10
a10_win0043,0,a10
a10_win0044,0,a10
a10_win0045,0,a10
a10_win0046,0,a10
a10_win0047,0,a10
a10_win0048,0,a10
a10_win0049,0,a10
a10_win0050,0,a10
a10_win0051,0,a10
a10_win0052,0,a10
a10_win0053,0,a10
a10_win0054,0,a10
a10_win0055,1,a10
a10_win0056,1,a10
a10_win0057,1,a10
a10_win0058,1,a10
a10_win0059,1,a10
a10_win0060,0,a10
a10_win0061,0,a10
a10_win0062,0,a10
a10_win0063,0,a10
a10_win0064,0,a10
a10_win0065,0,a10
a10_win0066,0,a10
a10_win0067,0,a10
a10_win0068,0,a10
a10_win0069,0,a10
a10_win0070,0,a10
a10_win0071,0,a10
a10_win0072,0,a10
a10_win0073,0,a10
a10_win0074,0,a10
a10_win0075,0,a10
a10_win0076,0,a10
a10_win0077,0,a10
a10_win0078,0,a10
a10_win0079,0,a10
a10_win0080,0,a10
a10_win0081,0,a10
a10_win0082,0,a10
a10_win0083,0,a10
a10_win0084,0,a10
a10_win0085,0,a10
a10_win0086,0,a10
a10_win0087,0,a10
a10_win0088,0,a10
a10_win0089,0,a10
a10_win0090,0,a10
a10_win0091,0,a10
a10_win0092,0,a10
a10_win0093,0,a10
a10_win0094,0,a10
a10_win0095,0,a10
a10_win0096,0,a10
a10_win0097,0,a10
a10_win0098,0,a10
a10_win0099,0,a10
a10_win0100,0,a10
a10_win0101,0,a10
a10_win0102,0,a10
a10_win0103,0,a10
a10_win0104,0,a10
a10_win0105,1,a10
a10_win0106,1,a10
a10_win0107,1,a10
a10_win0108,1,a10
a10_win0109,1,a10
a10_win0110,1,a10
a10_win0111,1,a10
a10_win0112,1,a10
a10_win0113,1,a10
a10_win0114,1,a10
a10_win0115,1,a10
a10_win0116,1,a10
a10_win0117,1,a10
a10_win0118,1,a10
a10_win0119,1,a10
a10_win0120,1,a10
a10_win0121,1,a10
a10_win0122,1,a10
a10_win0123,1,a10
a10_win0124,1,a10
a10_win0125,1,a10
a10_win0126,1,a10
a10_win0127,1,a10
a10_win0128,1,a10
a10_win0129,1,a10
a10_win0130,0,a10
a10_win0131,0,a10
a10_win0132,0,a10
a10_win0133,0,a10
a10_win0134,0,a10
a10_win0135,0,a10
a10_win0136,0,a10
a10_win0137,0,a10
a10_win0138,0,a10
a10_win0139,0,a10
a10_win0140,0,a10
a10_win0141,0,a10
a10_win0142,0,a10
a10_win0143,0,a10
a10_win0144,1,a10
a10_win0145,0,a10
a10_win0146,0,a10
a10_win0147,0,a10
a10_win0148,0,a10
a10_win0149,0,a10
a10_win0150,0,a10
a10_win0151,0,a10
a10_win0152,0,a10
a10_win0153,0,a10
a10_win0154,0,a10
a10_win0155,0,a10
a10_win0156,0,a10
a10_win0157,0,a10
a10_win0158,0,a10
a10_win0159,0,a10
a10_win0160,0,a10
a10_win0161,0,a10
a10_win0162,0,a10
a10_win0163,0,a10
a10_win0164,0,a10
a10_win0165,0,a10
a10_win0166,0,a10
a10_win0167,0,a10
a10_win0168,0,a10
a10_win0169,0,a10
a10_win0170,0,a10
a10_win0171,0,a10
a10_win0172,0,a10
a10_win0173,0,a10
a10_win0174,0,a10
a10_win0175,0,a10
a10_win0176,0,a10
a10_win0177,0,a10
